id,lat,lon,name
566468124,,,Chappelle Park
570448666,,,Unknown
570448668,,,Unknown
573651507,,,Charles B. Hill Park
576096276,,,Unknown
576782495,,,Unknown
579018642,,,Unknown
579764633,,,Unknown
581301341,,,Unknown
583356194,,,Memorial Gardens
583356195,,,Gyro Park & Playground
583562021,,,Perron-Berger Park
583562045,,,Griesbach Central Park
583580973,,,Unknown
583607761,,,Unknown
585989289,,,Unknown
586991091,,,Unknown
586991099,,,Unknown
589097078,,,Silver Berry Park
589747143,,,Unknown
589747147,,,Unknown
589748965,,,Unknown
589748968,,,Unknown
589748971,,,Unknown
589748972,,,Unknown
591405163,,,Unknown
591434874,,,Unknown
591480667,,,Unknown
591480668,,,Unknown
592191855,,,Unknown
592211425,,,Allard Park
592396972,,,Unknown
592417309,,,Unknown
593127345,,,Unknown
593127346,,,Unknown
593864074,,,Trinity Community Garden
594664775,,,Cameron Heights Park
596697843,,,Unknown
596697857,,,Unknown
608177951,,,Muchias Park
613907781,,,Unknown
614216634,,,Hardy Point Park
614226071,,,Hardy park
614249603,,,Hamptons Walking Trail
614250085,,,Goodwin Park & Benches
614303017,,,Callingwood Park Off Leash Area
616784288,,,Unknown
616784290,,,Unknown
616784292,,,Unknown
616784294,,,Unknown
616784295,,,Unknown
616969596,,,Prince Rupert Park
625316944,,,Unknown
628412018,,,Unknown
632373455,,,Pointe Uptown Courtyard
633492239,,,Unknown
634299729,,,Unknown
634959003,,,Unknown
634959467,,,Unknown
634986268,,,Unknown
635033954,,,Unknown
643202553,,,Unknown
643214628,,,Unknown
643220835,,,Unknown
643936595,,,Faith Clifton / Alan MacDonald Memorial Park
646134942,,,Unknown
648912089,,,Unknown
648912090,,,Unknown
649295182,,,Prince Charles Park
649373687,,,Unknown
649373688,,,Unknown
649373690,,,Unknown
649553422,,,Samuel Dickson Rotary Park
649553434,,,Unknown
649553440,,,Unknown
649677274,,,Unknown
651629760,,,Unknown
651631086,,,Peggy Holmes Park
653352431,,,Maple Leaf Park
653354735,,,Kilkenny Park
653562136,,,Poplar District Park
653565778,,,Unknown
653567541,,,Killarney Park
653813534,,,Unknown
653813535,,,Unknown
653813536,,,Unknown
653813537,,,Unknown
653834120,,,Unknown
653836121,,,Carrol and Henry Paszek Park
654284351,,,Unknown
655300505,,,G. Edmund Kelly Park
656633198,,,Cy Becker Park
657115188,,,Unknown
657115204,,,Unknown
657473830,,,Unknown
657480660,,,Unknown
657716490,,,Unknown
659640969,,,Unknown
662567223,,,Unknown
668505954,,,Unknown
668931992,,,Unknown
671415409,,,Unknown
671415410,,,Unknown
671717797,,,South Cooking Lake Park
684088621,,,Ebbers Park
685329664,,,Armitage Park
685338295,,,Royal Gardens Park
685339106,,,Colonel Younger Estates Field
687465317,,,Unknown
689171030,,,Rossdale Linear Park
689564320,,,Unknown
690989886,,,Unknown
691127359,,,Unknown
699486552,,,Beaver Hill House Park
699525311,,,Unknown
704069537,,,Mill Creek Ravine Park
708344624,,,James Kidney Park
725900429,,,Off Leash Dog Park
727364029,,,Unknown
730890447,,,Ridgecrest Park
730895735,,,Unknown
736371077,,,Unknown
737706923,,,Merrill Davis Muttart Park
737706924,,,Merrill Davis Muttart Park
743248371,,,Butler Memorial Park
765298596,,,Unknown
778610023,,,Wilfred Webb Park
806111734,,,Unknown
839178321,,,Strathcona County Bike Skills Park
839760196,,,Unknown
852205712,,,Unknown
864008622,,,Unknown
864009965,,,Unknown
864011918,,,Fulton Place Park
882503378,,,Unknown
893308072,,,Kinistinâw Park
893308073,,,Unknown
931581737,,,Unknown
945560872,,,Unknown
962325726,,,Kay Meadow Park
974168600,,,Grant Notley Park
1015202755,,,Unknown
1017958039,,,Unknown
1025957256,,,Littlewood Park
1053197441,,,Pineview Park
1054119861,,,Unknown
1054120222,,,Grain Elevator Park & Train Station
1054120232,,,River Lots 23 & 24
1054120268,,,Mill Park
1054972285,,,Unknown
1054972295,,,Burnham Ravine
1054972309,,,Fowler Athletic Park
1056290865,,,Amber Park
1056290890,,,Unknown
1056290893,,,Ainsley Park
1056290909,,,Arbor Park
1056344628,,,Woodcrest Park
1056344637,,,Unknown
1056548220,,,Woodlands Park
1056548222,,,John Beedle Park
1056548223,,,Unknown
1056548229,,,Butterfield Park
1057074169,,,Gloucester Park
1057238013,,,High Park
1057243766,,,Unknown
1057243767,,,Unknown
1057243770,,,Unknown
1057360710,,,Grandin Pond Ecopark
1057516722,,,Gordon Park
1057516727,,,Greer Park
1057516734,,,Glenwood Park
1057516735,,,Unknown
1057516738,,,Gatewood Park
1057516751,,,Glenmore Park
1057516752,,,Gaylord Park
1057516765,,,Grovsnor Park
1057726186,,,Rotary Park
1057786293,,,Henderson Park
1057786296,,,Heritage Park
1057786301,,,Heritage Park
1057786305,,,Hampton Park
1057786313,,,Hodgson Park
1057786317,,,Havenwood Park
1057791704,,,Springfield Park
1057791716,,,Salisbury Park
