DAdguid,PRCDDA,Province,Dissemination area (DA) Population,Situational vulnerability Quintiles,Situational vulnerability Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,DArplat,DArplong,DApop_2021,DAtdwell_2021,DAurdwell_2021,DArplamx,DArplamy,CTcode,the_geom,CCSNAME,LANDAREA,PRUID,DAUID,_predicate,Boundary Type
2021S051248111328,48111328,Alberta,851,3,-0.368,4,0.197,4,0.428,4,0.116,53.470278,-113.551918,847.0,355.0,335.0,4808793.8,2161884.1171,1005,"MULTIPOLYGON (((-113.54103431217644 53.48262149903234, -113.5410477133423 53.482090686908826, -113.5410439145065 53.48138051634345, -113.54091939786616 53.48069980764091, -113.54068387592908 53.480291193318045, -113.54025168969164 53.47986879216473, -113.53904698405687 53.478878389940895, -113.53869919142814 53.47835529944137, -113.53860149796506 53.47797980895091, -113.53856777639105 53.476658793218355, -113.53858071033035 53.47637078542367, -113.53879201599916 53.47637530924627, -113.53983828927052 53.47635961059818, -113.5398240432679 53.47678405107475, -113.539786889494 53.477891698146024, -113.54010938801646 53.47849620501344, -113.54042821798693 53.478786101035645, -113.54163770546755 53.479605592776394, -113.54232151506541 53.47995078981332, -113.54326499494417 53.480353098649466, -113.54476228068857 53.480941695945006, -113.54540597658497 53.48111679466753, -113.54562428793552 53.481132106165475, -113.5457994968641 53.48114431405014, -113.54630647903495 53.48105259260172, -113.54752691644029 53.48054110500116, -113.54875910687323 53.479975289383844, -113.54916927329101 53.47977769185658, -113.55002570485324 53.47922901036316, -113.55035790117194 53.478988092974724, -113.55099917536499 53.47837199695717, -113.55161728935184 53.47762150837959, -113.55174999367594 53.477070203833975, -113.55161340381714 53.47655158917342, -113.55077880415824 53.47495100189142, -113.55039538919958 53.47408710382415, -113.55009748920486 53.47339209503845, -113.55007540429608 53.47302390690752, -113.55060280962533 53.47302158810552, -113.55097630075811 53.47296869400448, -113.55203088245774 53.472460707306595, -113.55330151752382 53.471786098818924, -113.55339771392113 53.47163120473143, -113.5533416916935 53.471452593256856, -113.54950312176155 53.46976330185105, -113.5488284796437 53.46931910439656, -113.54820980883486 53.46880189469426, -113.54812171322945 53.46858799066819, -113.548272097694 53.46833301280216, -113.54900359252203 53.46796670382109, -113.55052778743128 53.46725080469415, -113.54963068659626 53.46636190135838, -113.54945749710915 53.46548440095837, -113.54928069795857 53.46529939751582, -113.54903447609715 53.4652146986415, -113.54716421744638 53.46493090987497, -113.54659609762665 53.46475421278499, -113.54547341154779 53.46412179562832, -113.54397731353743 53.463290487985105, -113.54352850845734 53.46309328803657, -113.54227259592837 53.46275140178412, -113.54038418691927 53.46241388911756, -113.53893797819607 53.46213159684178, -113.53872260468269 53.4620896009078, -113.53893575126628 53.4620798101564, -113.54783190795627 53.46167106068925, -113.54833415510454 53.46164844054905, -113.54814880620614 53.46182217183905, -113.54811960975816 53.46211315847962, -113.54829248282003 53.462424967597464, -113.54836131184088 53.462688872191826, -113.54765728237474 53.46322446474969, -113.54756659202056 53.46339306052557, -113.54788870131303 53.463621049199176, -113.54812589338137 53.46371186202669, -113.54891207474512 53.463847254974986, -113.55009941768408 53.463796459147524, -113.5509952557323 53.46368088527992, -113.55368480289158 53.46438946523463, -113.55367631739921 53.46459356482107, -113.55348322242504 53.46516147091753, -113.5529314840148 53.465650871635745, -113.55224931041263 53.465944453330295, -113.55191269607728 53.466195261823145, -113.55188199579372 53.46641976945928, -113.5522173761071 53.46667395530446, -113.55267568178466 53.46679186761741, -113.55322180383351 53.46689395170098, -113.55385428807558 53.46681877561872, -113.55516588491633 53.46631705695168, -113.55590909950263 53.46581325413983, -113.55779511243729 53.466404644244854, -113.55769449935472 53.466521049014084, -113.55706400654391 53.46751976527231, -113.55681368391829 53.46778365225353, -113.55620190692166 53.468217153089526, -113.556117086868 53.46836566172499, -113.55618449431275 53.46846786246015, -113.55672628113454 53.468561258538074, -113.5569767145033 53.4685830589771, -113.55731920357407 53.468502573002056, -113.55811848738772 53.468092765492486, -113.5584433100103 53.46778685434177, -113.55890149002956 53.46752385142564, -113.55936128262437 53.4676128611553, -113.55964389141835 53.46776215219798, -113.56034869627666 53.468654949670125, -113.56039710507625 53.46884626366967, -113.56020100053145 53.46899567107449, -113.55976468489396 53.469111965248324, -113.55963309563977 53.469326050318976, -113.55966981418032 53.469462265654506, -113.56003730485932 53.46955835345256, -113.56063179447511 53.469566075371354, -113.56110329621734 53.46951967332404, -113.56212361866748 53.469136769203004, -113.56323451928927 53.468490067010976, -113.5636062903789 53.46840435103487, -113.5638377115117 53.468419958789724, -113.56457569650027 53.46855436247818, -113.56458622528696 53.468562944941105, -113.56487311118141 53.468796248282665, -113.56440669949933 53.4697084656453, -113.56400148453339 53.47026685117918, -113.56326240774955 53.47092315846918, -113.56295349314928 53.471007059616646, -113.56265921316776 53.47099317279066, -113.56242498495018 53.47113047166594, -113.56248511663001 53.47128155837457, -113.56280740904612 53.471509473492986, -113.56355441247284 53.47175655852109, -113.56391181372912 53.471959172083416, -113.56385192459801 53.47218897035689, -113.56374660267309 53.47236025115664, -113.56351380558299 53.472468571423555, -113.56342584849084 53.472492593012966, -113.55986532192823 53.47346536601701, -113.55951989208847 53.473793976242746, -113.55922577862134 53.47425615372033, -113.55891099886483 53.4743601656162, -113.5582621959242 53.474276449871155, -113.55730000362125 53.47398216189012, -113.55692360747904 53.47396396036297, -113.55659118702697 53.473842564368034, -113.55587200824574 53.47352375250353, -113.55583097550296 53.473569162932236, -113.55564798352297 53.473649660244085, -113.5553889580385 53.47395970790958, -113.55533919297076 53.47401927226568, -113.55530290686917 53.47464475206375, -113.555017610499 53.475314955007946, -113.55505870472264 53.47545995178834, -113.55536038700953 53.47561546007925, -113.5556181896114 53.47568355389563, -113.55604280573628 53.47560746161341, -113.55669589587826 53.4754142510083, -113.5571528751092 53.47556096367974, -113.55746357652792 53.47611476076173, -113.55739929851703 53.47633585405054, -113.55700831639803 53.4765106601529, -113.55642699759316 53.476529059865435, -113.55563458242015 53.476318653004355, -113.55500618397863 53.4760217550568, -113.55441590808483 53.47583226499039, -113.55402199391202 53.47587425292938, -113.55380681327411 53.476017555385575, -113.5541306822548 53.47669286671155, -113.55500387781609 53.47750785796232, -113.55559998752167 53.477677257202835, -113.5562679086716 53.47767186394789, -113.55649928342973 53.47778285856023, -113.55641171850844 53.478274658479904, -113.55627120393109 53.47856656001067, -113.55548221186368 53.479536469438784, -113.55498148892087 53.47996896381578, -113.55444408668728 53.48017007085028, -113.55411309514275 53.48011505269894, -113.5538756896826 53.47983376609353, -113.55379071276427 53.47960135180749, -113.5537114087409 53.479158457531526, -113.55362637771469 53.47902126543685, -113.5532367784868 53.478881561863936, -113.55285601431022 53.4789497636508, -113.55245631954868 53.47920226807245, -113.55195260641972 53.479597268528146, -113.55185301467634 53.47974837023775, -113.55195127617748 53.4801974541382, -113.55242012120148 53.48049446946084, -113.5524245861189 53.480598468082555, -113.55283757702608 53.480657762123236, -113.55446329982405 53.480557051112754, -113.55590028339583 53.480937756144, -113.55593997420868 53.48120685946041, -113.55572918886189 53.4814541507067, -113.55512739878775 53.48197147319758, -113.55461645392843 53.48246181890785, -113.55457838543614 53.48249835941308, -113.55448782261979 53.48261522732438, -113.55377151167683 53.482619605105384, -113.55332900887674 53.48262429572855, -113.55161710484404 53.48263870708097, -113.54868570147335 53.48277319930116, -113.54378920431984 53.48306639953158, -113.54132347283678 53.483172793249594, -113.54131965799724 53.48317277057518, -113.54103715577048 53.483169891141415, -113.54103881340501 53.48302591839523, -113.54104142275003 53.482800808377675, -113.54103431217644 53.48262149903234)))",Edmonton,1.2803,48,48111328.0,INTERSECTS,Census Dissemination Area
2021S051248111329,48111329,Alberta,309,1,-1.074,4,-0.027,2,-0.501,4,0.243,53.474809,-113.565432,305.0,112.0,109.0,4808126.8342,2162647.8908,5774,"MULTIPOLYGON (((-113.56329930531622 53.47639130657727, -113.5627310762566 53.47646639892576, -113.56243870379988 53.47661658654629, -113.56232209544338 53.47668198724804, -113.56197401673342 53.4761590003348, -113.56192610287387 53.47586329070111, -113.56202968543528 53.47558240133772, -113.56232630375396 53.47525230874582, -113.56298879168621 53.474491807227196, -113.56321989820184 53.47432500010252, -113.56350099616765 53.474238006603905, -113.56488988857284 53.474028412070744, -113.5657053996992 53.47405578904518, -113.56628277910872 53.47413329675609, -113.56631831603262 53.4732245010223, -113.56753532325648 53.473162305378594, -113.56806101381343 53.473133106446234, -113.56833407763877 53.47316309201614, -113.56908618955732 53.473389713077346, -113.56909842372806 53.47409080745314, -113.56904419846396 53.47419090223521, -113.56801560776361 53.47462661124921, -113.56883991306238 53.47522207896376, -113.56787102476996 53.47572660625836, -113.56708100087289 53.47612130299587, -113.5665108101304 53.476412210344755, -113.56612810978694 53.47656428675252, -113.5652433811041 53.47688900530807, -113.56455999156616 53.476553101008676, -113.56425239668874 53.47645179197163, -113.56355520911399 53.476385811730765, -113.56329930531622 53.47639130657727)))",Edmonton,0.1195,48,48111329.0,INTERSECTS,Census Dissemination Area
2021S051248111330,48111330,Alberta,397,1,-0.832,4,-0.001,1,-0.748,2,-0.315,53.476622,-113.571935,424.0,138.0,138.0,4807792.5714,2162977.5143,5774,"MULTIPOLYGON (((-113.56440021495929 53.47865150476446, -113.56430899027686 53.47788918910101, -113.56432501088806 53.47765498976083, -113.56443238917286 53.47743689602355, -113.5645383089858 53.477307495482385, -113.56468850812108 53.47717499462927, -113.56480961207413 53.47710429679954, -113.56489141135782 53.477049500456665, -113.5652433811041 53.47688900530807, -113.56612810978694 53.47656428675252, -113.5665108101304 53.476412210344755, -113.56708100087289 53.47612130299587, -113.56787102476996 53.47572660625836, -113.56883991306238 53.47522207896376, -113.56929400613505 53.47506194377881, -113.56950084929028 53.47499832357572, -113.56976676175424 53.47494967841488, -113.5702229737997 53.47487247011418, -113.5704704425727 53.474833648518306, -113.571287706135 53.4746551073414, -113.5716299093543 53.4750793002545, -113.5720885848324 53.47543810766662, -113.57199211346081 53.475835799684965, -113.57207964175545 53.476521870169506, -113.57207634586773 53.47663197502491, -113.57205868953213 53.476715309378264, -113.57201429346746 53.47692535868379, -113.57189780698276 53.477149187834634, -113.5716905877005 53.47739901497749, -113.57162957173391 53.47745444876599, -113.57149767101812 53.47754578004412, -113.57081951656421 53.478126796659346, -113.5698037110955 53.47778010580692, -113.56894130841833 53.47747489268245, -113.56882030911288 53.477468498827946, -113.56798089253186 53.478043990232685, -113.56740358012719 53.47821829204783, -113.56624509967571 53.47825221050531, -113.56625099387587 53.4783509905689, -113.56621050605766 53.47892729734468, -113.56595379569269 53.47941831292493, -113.56511229010597 53.47921159985747, -113.56475468417419 53.479030501771774, -113.56440021495929 53.47865150476446)))",Edmonton,0.1381,48,48111330.0,INTERSECTS,Census Dissemination Area
2021S051248111331,48111331,Alberta,380,1,-0.891,5,2.279,1,-1.071,3,0.002,53.479562,-113.568322,360.0,119.0,117.0,4808123.1233,2163202.2338,5774,"MULTIPOLYGON (((-113.56621050605766 53.47892729734468, -113.56625099387587 53.4783509905689, -113.56624509967571 53.47825221050531, -113.56740358012719 53.47821829204783, -113.56798089253186 53.478043990232685, -113.56882030911288 53.477468498827946, -113.56894130841833 53.47747489268245, -113.5698037110955 53.47778010580692, -113.57081951656421 53.478126796659346, -113.57042790356459 53.47862979272973, -113.57012642283716 53.47887900628265, -113.56976311357306 53.479102708113864, -113.56926379462996 53.47932020604446, -113.56974150539718 53.479741486010056, -113.57033091321085 53.48001650740719, -113.57029108179887 53.48010730402305, -113.56955539307391 53.480653613712285, -113.56899222512018 53.48106140632135, -113.56841931180986 53.48130750885612, -113.56646879986563 53.481457307528984, -113.5664063879322 53.481422709227274, -113.56630199949389 53.48019311131316, -113.5665790897155 53.4795398110351, -113.56595379569269 53.47941831292493, -113.56621050605766 53.47892729734468)))",Edmonton,0.0905,48,48111331.0,INTERSECTS,Census Dissemination Area
2021S051248111332,48111332,Alberta,414,1,-0.729,5,1.096,5,0.62,4,0.039,53.463584,-113.495438,473.0,195.0,189.0,4812031.4762,2159958.4627,3753,"MULTIPOLYGON (((-113.49999631399452 53.46788780519099, -113.49643878719324 53.46786330534649, -113.49573038746223 53.467860096385024, -113.49205188386274 53.467829006629906, -113.49204191671386 53.46765839769483, -113.49204540975566 53.46694798582388, -113.49204744756823 53.46584383509322, -113.49205188159588 53.463459301646154, -113.49207522222709 53.46148506874158, -113.49207639748678 53.461387961643595, -113.49207720098015 53.4613189071578, -113.49207740189155 53.460293885921345, -113.49269379657476 53.460272008173426, -113.4931720821046 53.46020810437948, -113.49574629304004 53.460945608609975, -113.49585441611292 53.460988293321854, -113.49992200292789 53.46098410489173, -113.49999349276436 53.46091960831844, -113.50085348812736 53.46017330899985, -113.50224768485218 53.4605667102843, -113.50170730627121 53.46136931215886, -113.5016461897691 53.461547613298926, -113.50152731548575 53.461894494108535, -113.50157482351587 53.462190202307596, -113.50172821343254 53.46249268598207, -113.50253290499447 53.46336599717219, -113.50174539173436 53.463553297253576, -113.50125139841748 53.46360860927552, -113.50098237835765 53.462877100080746, -113.50055531242039 53.46227439701096, -113.49999799137056 53.462277094375764, -113.49922877699088 53.462266399962814, -113.49793320467474 53.462266388900716, -113.49786049329192 53.462312896364494, -113.49786231074623 53.46362560234436, -113.4968079754703 53.4636296965237, -113.49672028291151 53.46367649070978, -113.49669338958232 53.463730903967985, -113.49698979543696 53.46441709735019, -113.49721629258727 53.46519459834068, -113.49738357887726 53.465991293458316, -113.4974393101781 53.466682503474985, -113.49753591088108 53.46678838441447, -113.49771961776604 53.466838500434896, -113.49910441073591 53.467070189926304, -113.4999976004374 53.46714150284178, -113.5003453867329 53.46716111601163, -113.50046359514471 53.46712280331898, -113.50046459941082 53.46662828707284, -113.50030417799293 53.46594819911981, -113.50156250796869 53.46582299341335, -113.50290631832665 53.46561500297269, -113.50387498632168 53.46543281514881, -113.50404539171589 53.466022697898374, -113.5041269903857 53.466641401040754, -113.50404778044866 53.46734429824881, -113.50403888047761 53.46770420438408, -113.50404578603904 53.46782089950394, -113.50254291294644 53.46788840321346, -113.49999631399452 53.46788780519099)))",Edmonton,0.4214,48,48111332.0,INTERSECTS,Census Dissemination Area
2021S051248111333,48111333,Alberta,508,2,-0.601,4,0.588,2,-0.457,4,0.438,53.464724,-113.500092,464.0,179.0,173.0,4811786.1261,2160177.777,3753,"MULTIPOLYGON (((-113.4974393101781 53.466682503474985, -113.49738357887726 53.465991293458316, -113.49721629258727 53.46519459834068, -113.49698979543696 53.46441709735019, -113.49669338958232 53.463730903967985, -113.49672028291151 53.46367649070978, -113.4968079754703 53.4636296965237, -113.49786231074623 53.46362560234436, -113.49786049329192 53.462312896364494, -113.49793320467474 53.462266388900716, -113.49922877699088 53.462266399962814, -113.49999799137056 53.462277094375764, -113.50055531242039 53.46227439701096, -113.50098237835765 53.462877100080746, -113.50125139841748 53.46360860927552, -113.50174539173436 53.463553297253576, -113.50253290499447 53.46336599717219, -113.50287058824847 53.46372761439261, -113.50349480805322 53.46460460229231, -113.50387498632168 53.46543281514881, -113.50290631832665 53.46561500297269, -113.50156250796869 53.46582299341335, -113.50030417799293 53.46594819911981, -113.50046459941082 53.46662828707284, -113.50046359514471 53.46712280331898, -113.5003453867329 53.46716111601163, -113.4999976004374 53.46714150284178, -113.49910441073591 53.467070189926304, -113.49771961776604 53.466838500434896, -113.49753591088108 53.46678838441447, -113.4974393101781 53.466682503474985)))",Edmonton,0.1604,48,48111333.0,INTERSECTS,Census Dissemination Area
2021S051248111334,48111334,Alberta,411,5,0.767,1,-0.788,4,0.281,4,0.072,53.499953,-113.363106,354.0,191.0,179.0,4821518.6829,2160840.9314,681,"MULTIPOLYGON (((-113.36372824737451 53.500920135362406, -113.36173302456974 53.50091330149756, -113.361754999602 53.50168229098777, -113.3617669372178 53.50192383283636, -113.35961233006353 53.50191666737556, -113.35786128220568 53.501895999902345, -113.35770567692201 53.501809091224345, -113.35768520539676 53.50171058770051, -113.35770108784152 53.50091009251915, -113.35769939458851 53.500064992866776, -113.35772298657142 53.499947701026684, -113.35849320785547 53.49996839157069, -113.3596691056951 53.4999632016835, -113.35969930010097 53.49969289143262, -113.35982940363955 53.499591404808335, -113.3599916120602 53.49952529191752, -113.36094542447613 53.49921969907678, -113.36118364272868 53.499142630024416, -113.36135319369468 53.49911901027633, -113.3618364102229 53.499075192472134, -113.36313432513154 53.49909450366385, -113.36477811228374 53.499098004037286, -113.36478419788952 53.49839661141831, -113.36458787766237 53.498391398585895, -113.36456341371981 53.49795139434014, -113.36497059601972 53.49795230675922, -113.36539178340158 53.49793500542732, -113.3659496200507 53.497932904734306, -113.36616549604705 53.49801860619556, -113.3661673885076 53.4985939045484, -113.36616640309296 53.49884569992652, -113.36611610540587 53.499026499829824, -113.36588907414308 53.499282794764866, -113.36645590425765 53.499442411695576, -113.36694588290781 53.499576501422226, -113.36722009024157 53.49962500396535, -113.36764230964607 53.49962560381071, -113.36919530206073 53.49962179863534, -113.36918970213388 53.50006250879071, -113.36924824804818 53.50305197267359, -113.3681038806248 53.503069094641624, -113.36737170325873 53.50306902399001, -113.36705127977896 53.503060065842924, -113.36673131508945 53.50302484852972, -113.36591991909282 53.50286666200504, -113.36560367592747 53.50282179402708, -113.36564796160663 53.50157978385116, -113.36563346790864 53.50144013293113, -113.36558977857227 53.50136602397861, -113.36551308944577 53.501303609957574, -113.36511027892259 53.50115494424978, -113.36459520298142 53.50099173542109, -113.36419950971114 53.50092956434136, -113.36372824737451 53.500920135362406)))",Edmonton,0.2275,48,48111334.0,INTERSECTS,Census Dissemination Area
2021S051248111335,48111335,Alberta,458,5,0.335,2,-0.616,4,0.16,3,-0.164,53.503543,-113.35987,389.0,202.0,195.0,4821848.7543,2161142.1,681,"MULTIPOLYGON (((-113.35766358884578 53.50529790371674, -113.35764584688106 53.50286634070353, -113.35766050799143 53.50266108311232, -113.35772336504964 53.50261426897612, -113.35786924226147 53.5025888216228, -113.35807261015341 53.50258191166954, -113.35869958719205 53.50259869542359, -113.35960485464877 53.50258308758384, -113.35960862182102 53.50224764734231, -113.35961233006353 53.50191666737556, -113.3617669372178 53.50192383283636, -113.361754999602 53.50168229098777, -113.36173302456974 53.50091330149756, -113.36372824737451 53.500920135362406, -113.36419950971114 53.50092956434136, -113.36459520298142 53.50099173542109, -113.36511027892259 53.50115494424978, -113.36551308944577 53.501303609957574, -113.36558977857227 53.50136602397861, -113.36563346790864 53.50144013293113, -113.36564796160663 53.50157978385116, -113.36560367592747 53.50282179402708, -113.36452235101324 53.502810141888, -113.36419032673206 53.50282236463271, -113.36400175357659 53.50284762376473, -113.36377634914092 53.50291864085673, -113.36354584119066 53.503021639939405, -113.36331847882921 53.50310969666542, -113.36309977984828 53.503165051894065, -113.36290909659432 53.50320025398112, -113.3626595756261 53.50321684290965, -113.36104128203746 53.50321779365142, -113.36102474366959 53.5035498631233, -113.36099065465704 53.50365452281136, -113.36091754886732 53.50376735667085, -113.36079219514605 53.50388635730506, -113.36062874637054 53.50400880802074, -113.35941138049164 53.50506198737457, -113.3589178336764 53.50548488887217, -113.35883757794133 53.5055112310981, -113.35872569659941 53.50551088189884, -113.35863824716941 53.50549113255012, -113.3583191145032 53.505355820216955, -113.3581475722306 53.50530849067497, -113.3579495036927 53.505290530138275, -113.35766358884578 53.50529790371674)))",Edmonton,0.1285,48,48111335.0,INTERSECTS,Census Dissemination Area
2021S051248111371,48111371,Alberta,617,4,0.086,5,1.728,1,-1.538,1,-0.656,53.444367,-113.416286,532.0,149.0,148.0,4816214.3743,2156247.1438,3808,"MULTIPOLYGON (((-113.41355851933257 53.44307929953559, -113.41326006291129 53.44259950534565, -113.41397659768174 53.44248651328399, -113.41486409322457 53.44246851146621, -113.4173028835234 53.4424550896846, -113.41848197785535 53.44244499833262, -113.4186361142738 53.443193686461704, -113.41904151554077 53.44469469928023, -113.41918507936566 53.445366100668814, -113.41926040086975 53.44589500673712, -113.41843511116184 53.4459258854901, -113.41700342720397 53.44593170755845, -113.41635250479496 53.44587300258963, -113.41543969637911 53.44571159455875, -113.4148272949826 53.44553519989686, -113.41336558361982 53.44498929453543, -113.41358310109476 53.444310611614014, -113.4136706091705 53.44399419631, -113.41366807753818 53.443418800901604, -113.41355851933257 53.44307929953559)))",Edmonton,0.1285,48,48111371.0,INTERSECTS,Census Dissemination Area
2021S051248111372,48111372,Alberta,537,4,0.232,5,2.402,1,-1.456,4,0.265,53.448155,-113.4161,381.0,126.0,123.0,4816363.906,2156634.8224,4317,"MULTIPOLYGON (((-113.414618294901 53.45007990370401, -113.41443519543827 53.44950818792464, -113.41423791009699 53.449215504591415, -113.41342578939563 53.44791019195951, -113.41322668340425 53.447320796683094, -113.41543151730023 53.44715939013006, -113.41544481371741 53.446862393255415, -113.41562791261993 53.44637320987595, -113.41576219699644 53.44635239322014, -113.41697378669872 53.44647180564918, -113.41819681804259 53.44652809565527, -113.41830527561085 53.446579794993404, -113.41825589457088 53.44836091151797, -113.41817930270061 53.44913561053686, -113.41690120936235 53.449170597927406, -113.41681727899979 53.45008039874109, -113.414618294901 53.45007990370401)))",Edmonton,0.0981,48,48111372.0,INTERSECTS,Census Dissemination Area
2021S051248111373,48111373,Alberta,480,2,-0.59,5,1.623,2,-0.503,2,-0.572,53.443778,-113.42134,424.0,169.0,155.0,4815880.9226,2156296.2021,3807,"MULTIPOLYGON (((-113.4186361142738 53.443193686461704, -113.41848197785535 53.44244499833262, -113.41878428073666 53.44244245020785, -113.42011831188725 53.44244300706113, -113.42105291470675 53.44241382413267, -113.42309240300189 53.442310807892945, -113.42355068626075 53.44321861243588, -113.42399302064682 53.44410869631297, -113.4242321878733 53.44460740974758, -113.42434336028427 53.44482727304373, -113.4245058294026 53.44550951861215, -113.42050590109709 53.44581579284115, -113.42025058103548 53.445830005816546, -113.41954590969277 53.445874389025555, -113.41926040086975 53.44589500673712, -113.41918507936566 53.445366100668814, -113.41904151554077 53.44469469928023, -113.4186361142738 53.443193686461704)))",Edmonton,0.1238,48,48111373.0,INTERSECTS,Census Dissemination Area
2021S051248111433,48111433,Alberta,608,4,0.094,5,0.818,1,-0.744,5,0.485,53.627362,-113.499671,618.0,223.0,219.0,4817759.0085,2176974.563,5068,"MULTIPOLYGON (((-113.50349823723027 53.62879326156957, -113.4999891884394 53.628801808758084, -113.49840029253829 53.62879009180775, -113.49839938115369 53.62800790502085, -113.49828411474418 53.627336002716255, -113.49799600898815 53.62681149319424, -113.49758589592946 53.62627160678288, -113.49894409453383 53.62596449091353, -113.49998828098408 53.62571790598295, -113.50022729371017 53.62566801419336, -113.50115379126007 53.62547781044067, -113.50178401331156 53.62539268397227, -113.50509640137203 53.62539530167894, -113.50501029258096 53.62572981018629, -113.50500830635623 53.62620630700697, -113.50500978650469 53.626997498111585, -113.50516970052723 53.62816290452086, -113.50527799384432 53.62820561038943, -113.50640780479762 53.62812818673795, -113.506434893305 53.62807358955729, -113.50629598607779 53.62700650181939, -113.5074872946891 53.62694560090433, -113.50847098428834 53.62670020712274, -113.50971251667754 53.6279958934531, -113.50861220151542 53.628315591908446, -113.50852833942989 53.62833282472519, -113.50749148440224 53.62854589397509, -113.50666799591149 53.62868910903258, -113.50534288230061 53.62878870691189, -113.50349823723027 53.62879326156957)))",Edmonton,0.2017,48,48111433.0,INTERSECTS,Census Dissemination Area
2021S051248111434,48111434,Alberta,235,5,0.43,5,1.327,5,1.281,5,0.563,53.626442,-113.506376,237.0,111.0,100.0,4817313.6152,2177025.2782,5068,"MULTIPOLYGON (((-113.50516970052723 53.62816290452086, -113.50500978650469 53.626997498111585, -113.50500830635623 53.62620630700697, -113.50501029258096 53.62572981018629, -113.50509640137203 53.62539530167894, -113.50771289430305 53.6253943925482, -113.50790071414089 53.62601088917386, -113.50847098428834 53.62670020712274, -113.5074872946891 53.62694560090433, -113.50629598607779 53.62700650181939, -113.506434893305 53.62807358955729, -113.50640780479762 53.62812818673795, -113.50527799384432 53.62820561038943, -113.50516970052723 53.62816290452086)))",Edmonton,0.0459,48,48111434.0,INTERSECTS,Census Dissemination Area
2021S051248111435,48111435,Alberta,796,5,0.641,5,3.3,2,-0.481,4,0.247,53.623766,-113.499109,795.0,280.0,265.0,4817662.0947,2176590.8581,5068,"MULTIPOLYGON (((-113.49758589592946 53.62627160678288, -113.49686500560934 53.62533358591126, -113.49657911234614 53.62484509443544, -113.49636280323185 53.624256210595725, -113.49359530948986 53.62425999170333, -113.49350249363793 53.62422588853623, -113.4934694988363 53.62187091123657, -113.4935418088596 53.621815604736256, -113.49469088210132 53.62180949571, -113.49483102211859 53.621878498976855, -113.49484607906317 53.6234156982646, -113.4949237926015 53.62344990663759, -113.49626979570978 53.62344888832927, -113.49628782138498 53.62221680352215, -113.49771030537572 53.62223211027111, -113.49908801595588 53.6222572044082, -113.4998960907185 53.62247269708827, -113.50008229486765 53.62254450564837, -113.50043401310066 53.62274518653635, -113.50061679027979 53.62292009668066, -113.50088977677207 53.62331649449402, -113.50115379126007 53.62547781044067, -113.50022729371017 53.62566801419336, -113.49998828098408 53.62571790598295, -113.49894409453383 53.62596449091353, -113.49758589592946 53.62627160678288)))",Edmonton,0.1492,48,48111435.0,INTERSECTS,Census Dissemination Area
2021S051248111436,48111436,Alberta,831,3,-0.282,5,1.39,2,-0.652,3,-0.044,53.626777,-113.493154,762.0,270.0,264.0,4818137.8868,2176772.489,5068,"MULTIPOLYGON (((-113.49171652363411 53.62368770376449, -113.49171481102223 53.6213500950838, -113.49201690541074 53.62134380985901, -113.49263620161662 53.62133090801884, -113.49357210432483 53.62130241082632, -113.4962952053092 53.621317491102744, -113.49628782138498 53.62221680352215, -113.49626979570978 53.62344888832927, -113.4949237926015 53.62344990663759, -113.49484607906317 53.6234156982646, -113.49483102211859 53.621878498976855, -113.49469088210132 53.62180949571, -113.4935418088596 53.621815604736256, -113.4934694988363 53.62187091123657, -113.49350249363793 53.62422588853623, -113.49359530948986 53.62425999170333, -113.49636280323185 53.624256210595725, -113.49657911234614 53.62484509443544, -113.49686500560934 53.62533358591126, -113.49758589592946 53.62627160678288, -113.49799600898815 53.62681149319424, -113.49828411474418 53.627336002716255, -113.49839938115369 53.62800790502085, -113.49840029253829 53.62879009180775, -113.49463327869874 53.628778796796645, -113.49289390934878 53.62877908903316, -113.49204679945298 53.628778695299836, -113.49174410982013 53.62877610563331, -113.49174840218491 53.628335411339336, -113.4917322927868 53.627805313504275, -113.49172149490612 53.62634001324281, -113.49172581397971 53.62589928850982, -113.49172009469522 53.624263102612446, -113.49171652363411 53.62368770376449)))",Edmonton,0.262,48,48111436.0,INTERSECTS,Census Dissemination Area
